ActionGeo_CountryCode,MentionTimeDate,count
BT,201711,33
PA,201711,4
IR,201502,140778
CS,201502,2326
KV,201502,1206
TO,201503,2197
EC,201504,15210
KZ,201506,16493
IZ,201508,363761
VE,201508,43173
VC,201509,1283
SV,201509,1213
NL,201510,67088
RW,201511,22510
PL,201512,65269
ML,201601,46282
US,201602,9517736
BB,201602,5712
LI,201603,25722
RI,201603,19440
MV,201604,12119
LG,201604,4559
CM,201605,19890
GV,201605,5343
DA,201606,42545
TX,201607,15797
LI,201609,24603
AG,201610,17805
CF,201612,29849
SW,201701,38644
GT,201703,48292
ZI,201705,63890
ER,201705,2275
BB,201708,7807
AY,201708,1410
SN,201710,845
RP,201711,2168
FM,201608,4368
IO,201703,40
IM,201706,1250
ES,201512,9037
,201601,1469934
,201603,1647065
BN,201710,47
HQ,201708,4
RO,201502,8462
MK,201502,3345
SA,201505,310951
HO,201505,5142
UP,201506,156949
BB,201506,9606
GM,201507,354727
PP,201507,19093
ES,201601,20410
NZ,201602,119059
ZA,201602,24981
NL,201603,95021
BP,201603,1651
IV,201604,8933
TO,201604,2286
WS,201605,5532
NH,201606,3198
TV,201606,463
RB,201607,11734
CI,201608,16261
VE,201609,53501
PE,201610,26338
MU,201610,19030
MG,201610,4406
KE,201702,108186
TW,201703,37329
GQ,201703,8030
RP,201704,290065
AY,201704,1550
UZ,201705,8713
KU,201707,42900
RP,201709,162281
GT,201709,12539
PU,201502,316
SM,201708,82
PG,201708,246
MU,201605,17831
PA,201608,4694
SZ,201708,55171
MG,201708,5032
NT,201504,24
TP,201707,8
GL,201503,2160
ET,201505,56600
CA,201506,691935
GP,201505,789
JE,201507,24106
NL,201508,76731
JE,201508,29474
ZI,201509,102297
KG,201509,7452
LO,201509,11858
BY,201509,16978
JM,201510,34442
MJ,201512,7360
JE,201602,20082
UY,201603,3989
WE,201604,34764
US,201609,10238484
EZ,201609,17588
PL,201612,104632
GB,201703,1672
AG,201706,10397
HK,201708,28055
BR,201708,62986
CF,201709,10263
NC,201504,2428
DO,201705,762
NE,201508,90
YM,201711,62
SC,201610,304
MH,201604,264
IM,201610,192
MK,201710,28
AR,201605,30643
BC,201607,10481
TT,201701,1709
BE,201711,554
HO,201710,72
MG,201711,6
FR,201502,152262
MI,201503,13942
ET,201504,39895
IC,201504,9265
WI,201504,2412
IV,201505,7040
KE,201507,314988
NS,201507,668
SV,201510,418
WS,201511,3242
PG,201511,407
GA,201512,17984
EZ,201512,29402
GR,201601,130648
BO,201601,15016
MI,201602,19771
TU,201602,466750
WI,201603,8459
PM,201603,13058
NO,201605,44517
KN,201607,79981
SF,201607,271898
DA,201607,25921
AR,201608,16394
CU,201608,71362
EK,201609,1538
PK,201610,558087
AO,201610,9157
ML,201612,14512
LE,201612,51132
RS,201701,920860
GH,201704,100910
MR,201706,5517
YM,201707,32466
AJ,201709,18882
PC,201707,504
MO,201511,30676
LT,201512,4802
HR,201602,16496
BM,201704,20225
NT,201503,56
TV,201502,102
IM,201602,175
NT,201708,4
LQ,201504,4
DQ,201506,12
LI,201502,14979
RQ,201505,10431
MP,201507,2735
LO,201508,8599
CS,201509,6522
GV,201510,31791
JM,201512,28501
TS,201601,28298
GY,201601,13378
SU,201602,46179
UK,201603,1070809
ZA,201603,25042
DA,201603,26694
KE,201604,123842
MK,201604,57068
GL,201605,1861
SI,201606,3651
VM,201607,83921
NI,201608,467142
LE,201608,61840
MR,201608,3304
MN,201610,1954
FJ,201611,15418
BG,201703,119424
IV,201703,7283
NG,201705,9902
MA,201502,1470
AV,201609,301
OC,201610,1101
NR,201707,1677
JO,201710,362
NG,201711,54
CM,201512,30448
SY,201704,1005886
SO,201706,56352
MF,201511,10
MH,201609,168
RE,201710,5
JQ,201706,2
AE,201502,29981
BP,201502,693
VT,201503,6728
BF,201504,16031
CB,201506,33986
LO,201506,9274
GV,201507,7838
MD,201507,9428
BH,201601,16594
NH,201603,1747
AY,201604,2156
IV,201606,10232
CW,201607,1051
BN,201609,11787
BR,201611,65190
KN,201612,62852
DA,201702,23017
IT,201703,168217
SU,201703,49176
UG,201703,43590
MK,201703,9379
GV,201705,5896
BR,201709,46516
ER,201502,1146
LS,201509,490
MA,201608,2209
FG,201604,320
TT,201511,2909
SO,201512,71782
GH,201512,97850
AE,201605,78750
AV,201607,426
MF,201705,37
WQ,201709,12
IO,201510,12
BP,201711,4
LQ,201510,2
BG,201502,95189
CE,201502,28109
MI,201502,3576
WS,201503,6533
AS,201504,1622368
PU,201503,664
IT,201507,180861
KS,201510,149342
DA,201510,35686
MJ,201510,7084
EC,201512,11557
SA,201601,584857
BR,201601,126166
WE,201601,31331
BT,201601,5026
LI,201602,20687
IC,201602,8189
KZ,201605,16567
CF,201605,20944
VT,201605,6289
MC,201606,2148
UG,201610,60794
DA,201610,38566
NR,201610,9779
TW,201611,43929
RM,201612,1183
TZ,201701,21550
PP,201701,10275
PM,201701,18031
WA,201702,7869
GQ,201704,9158
LH,201706,6540
PE,201710,293
FR,201711,3837
UV,201502,1207
RM,201509,2355
VI,201708,333
CE,201511,73912
RO,201512,23190
BC,201512,8104
CE,201611,56933
RO,201611,26412
RO,201612,35544
TU,201703,424308
SO,201705,72505
FQ,201608,4
TL,201505,25
BV,201510,8
TT,201711,2
BV,201608,4
TO,201504,7813
AE,201505,77700
MR,201505,3174
RW,201507,30000
PE,201507,27524
AJ,201508,28556
UV,201508,6760
AO,201510,8772
WE,201602,59081
AQ,201603,5277
TX,201604,5245
NP,201608,75702
UG,201611,68594
CM,201703,10874
GY,201705,10813
LY,201706,48475
WZ,201706,2627
BN,201708,7339
SC,201606,1093
UY,201502,5854
AA,201502,1076
GP,201705,93
DR,201611,5078
RW,201705,18141
MJ,201705,4994
TN,201711,62
WQ,201504,16
TL,201608,32
PE,201502,6111
RO,201503,30446
RW,201503,20451
SE,201503,28741
CH,201505,720262
SL,201505,13468
KN,201506,41985
SN,201507,102441
CO,201509,52964
CE,201509,78818
BX,201510,16851
NU,201512,10730
SP,201602,123458
TD,201603,17626
HK,201603,35522
HO,201603,36121
AM,201605,52196
YM,201606,43989
LO,201609,21176
LT,201609,3099
CO,201610,107669
AU,201612,65349
PE,201701,19042
NR,201705,1759
PA,201706,1721
GJ,201707,3391
PL,201709,34740
ER,201709,3440
WZ,201709,1869
AN,201508,268
GP,201603,354
OC,201606,1177
CW,201610,1147
CV,201704,157
PK,201710,4179
TZ,201710,118
IO,201608,26
CV,201610,977
PG,201607,2140
GL,201512,2376
BB,201608,5803
CE,201704,62257
NS,201506,487
CN,201604,571
RO,201711,1409
BK,201502,2790
NP,201502,11620
BR,201504,60495
PE,201504,18579
TH,201505,312030
VE,201507,27846
RW,201509,29940
BP,201510,2025
DO,201511,1551
BG,201602,81833
BD,201603,5868
RB,201604,14846
GT,201604,16357
AO,201606,15853
CT,201607,4576
HK,201608,29889
MP,201609,4286
TX,201610,8843
ER,201610,7238
TX,201611,14746
LU,201611,4856
MG,201611,9970
LS,201611,675
UP,201702,109565
MX,201703,173689
KU,201703,26089
BO,201704,19722
BL,201706,2878
NU,201707,3452
VQ,201707,1716
UY,201708,8190
GT,201708,25942
US,201711,38922
GB,201709,1251
CF,201710,302
TK,201508,110
TD,201711,42
NE,201506,319
CJ,201702,2770
NT,201705,27
SB,201508,4
FK,201512,11
AY,201502,1915
FM,201503,2380
HK,201504,40889
ID,201505,314401
MT,201505,22444
SE,201506,5868
LY,201507,99980
BA,201509,15576
SN,201510,78449
NL,201511,72162
OS,201511,12447
RM,201511,4126
YM,201512,96671
UY,201601,5328
WZ,201603,3400
US,201605,10625397
RI,201604,15844
HK,201606,36278
LT,201606,5213
PO,201607,19433
IZ,201608,291871
AE,201611,93053
RP,201612,319182
SU,201612,42079
RI,201702,13269
GI,201706,3477
FI,201707,10240
UV,201707,2877
CV,201702,1856
PG,201609,47
AL,201710,70
KT,201705,204
SN,201604,94570
IR,201611,236564
SG,201612,24674
TO,201602,1036
TL,201702,32
SH,201507,44
YI,201710,23
MN,201711,41
SM,201502,138
JE,201505,25067
HU,201511,43846
QA,201601,36038
OC,201602,1569
LA,201603,8066
RQ,201603,26085
AF,201604,255069
CS,201605,6834
PO,201610,36003
GV,201610,5414
IV,201611,4706
NZ,201612,113418
NG,201612,10108
TS,201701,24598
CW,201704,530
AY,201707,3328
CT,201708,6102
MO,201708,40713
ID,201709,57814
BN,201709,3129
BK,201709,1085
IT,201711,1414
TL,201612,107
PG,201502,315
MU,201604,16279
RN,201605,124
TT,201612,957
GP,201611,96
TH,201711,534
WQ,201708,38
CQ,201707,24
PF,201511,24
AN,201605,106
TK,201502,12
AN,201711,2
CO,201503,31109
MR,201503,1844
RS,201504,388150
EK,201504,2673
AS,201505,1575558
IN,201505,785233
TD,201506,14342
KR,201506,1338
PK,201507,431258
GK,201509,1688
GA,201511,15818
FJ,201512,14052
QA,201603,46212
RS,201604,406250
VQ,201604,3099
VE,201605,43159
EN,201605,7611
WI,201606,1329
CM,201607,12298
PL,201609,60978
MP,201611,4766
HR,201611,11177
WA,201701,8727
SP,201702,106572
BU,201704,12552
EC,201704,17595
BB,201705,7533
TW,201705,42148
NI,201706,365833
AQ,201706,395
MY,201708,106280
FP,201708,366
AC,201709,20861
VT,201502,1731
PS,201510,1120
SM,201506,500
NE,201507,62
IM,201704,220
CV,201709,1629
YI,201612,1666
SI,201611,6258
,201612,1554742
SO,201704,93072
VM,201503,88474
ZA,201504,21066
DR,201504,13901
EZ,201507,27625
MJ,201507,1318
DA,201508,20502
MP,201509,2582
AJ,201511,35272
GM,201511,327883
SZ,201512,92228
SY,201601,532197
CO,201603,29789
NO,201603,42592
MX,201608,203551
KV,201608,10649
MA,201611,11230
GK,201701,1912
DA,201703,36490
ZA,201703,13221
ID,201711,782
BF,201711,102
IC,201502,2150
FM,201702,737
TX,201710,38
PG,201606,213
MG,201702,7287
UP,201706,56621
IO,201508,52
NF,201511,45
WQ,201505,2
WE,201506,23031
BK,201506,12884
VT,201506,10686
TI,201507,17223
TO,201507,1110
HK,201510,31922
SY,201604,638486
BD,201606,5835
DJ,201607,3483
AF,201608,318254
HA,201608,24836
FM,201703,476
BL,201704,4478
GA,201704,12543
KE,201707,90576
BA,201707,26826
GA,201707,9899
UK,201709,793087
BD,201709,3985
TW,201710,481
JO,201711,143
FG,201605,459
,201505,1525505
LT,201511,13786
HU,201612,33170
TU,201707,226633
EK,201607,727
NC,201704,447
KT,201706,245
WQ,201612,99
