MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,OS,140
onlinenigeria.com,MR,39
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,JA,7620
theguardian.com,AY,97
onlinenigeria.com,UV,203
france24.com,KT,3
washingtonpost.com,AV,6
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
indiatimes.com,KS,7461
indiatimes.com,MX,3949
indiatimes.com,VM,2372
france24.com,SF,1838
onlinenigeria.com,HO,30
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
indiatimes.com,EN,208
theguardian.com,LG,148
onlinenigeria.com,OS,117
theguardian.com,GI,155
onlinenigeria.com,GZ,9
indiatimes.com,SH,2
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
indiatimes.com,AF,11560
france24.com,WE,561
indiatimes.com,SE,3753
onlinenigeria.com,AR,244
france24.com,BC,28
onlinenigeria.com,MP,27
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
onlinenigeria.com,SI,97
washingtonpost.com,CM,443
france24.com,BD,6
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
indiatimes.com,EG,3884
washingtonpost.com,AM,472
france24.com,AE,428
france24.com,DR,172
indiatimes.com,ZA,165
indiatimes.com,SG,145
onlinenigeria.com,BK,23
onlinenigeria.com,MJ,18
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,BR,1894
onlinenigeria.com,SZ,785
onlinenigeria.com,AE,736
onlinenigeria.com,BM,241
theguardian.com,GB,79
indiatimes.com,HR,437
indiatimes.com,LI,119
indiatimes.com,AQ,4
washingtonpost.com,PG,6
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
onlinenigeria.com,SP,1246
onlinenigeria.com,NP,154
indiatimes.com,CW,2
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,PM,480
theguardian.com,SI,122
washingtonpost.com,MD,378
washingtonpost.com,BP,11
theguardian.com,WI,11
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
onlinenigeria.com,GH,1514
onlinenigeria.com,EG,1176
france24.com,PE,481
france24.com,NP,286
france24.com,LG,83
washingtonpost.com,GJ,54
onlinenigeria.com,MD,12
indiatimes.com,FO,3
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
indiatimes.com,US,130583
indiatimes.com,MV,1459
onlinenigeria.com,IN,1505
washingtonpost.com,BX,431
onlinenigeria.com,AF,1411
france24.com,SI,83
onlinenigeria.com,JO,372
washingtonpost.com,NS,48
onlinenigeria.com,VE,241
indiatimes.com,GA,89
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,RB,502
onlinenigeria.com,KU,54
indiatimes.com,KE,2032
theguardian.com,HU,960
theguardian.com,DR,144
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,OD,511
onlinenigeria.com,VM,298
theguardian.com,PF,2
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,NP,699
onlinenigeria.com,GM,3282
onlinenigeria.com,CF,233
onlinenigeria.com,MT,129
onlinenigeria.com,UZ,69
indiatimes.com,GJ,23
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,SA,5936
indiatimes.com,BG,15095
indiatimes.com,NZ,1479
onlinenigeria.com,HK,176
france24.com,MI,75
france24.com,BH,11
washingtonpost.com,CW,2
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
indiatimes.com,RP,2870
france24.com,RW,402
onlinenigeria.com,TZ,248
indiatimes.com,NR,43
france24.com,NS,9
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,SO,739
indiatimes.com,LH,377
washingtonpost.com,BD,61
washingtonpost.com,TD,125
theguardian.com,MI,155
france24.com,GY,25
onlinenigeria.com,CN,2
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
onlinenigeria.com,RP,560
washingtonpost.com,MT,278
indiatimes.com,AA,17
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,TS,1048
indiatimes.com,FR,19458
theguardian.com,AE,491
washingtonpost.com,QA,1630
washingtonpost.com,ZA,123
theguardian.com,TT,65
theguardian.com,MJ,35
france24.com,YI,31
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
indiatimes.com,UK,40386
washingtonpost.com,PO,817
onlinenigeria.com,KE,1332
indiatimes.com,GG,60
france24.com,FO,11
indiatimes.com,TT,41
theguardian.com,PC,4
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
onlinenigeria.com,MX,1527
indiatimes.com,AU,2166
washingtonpost.com,CE,650
france24.com,AS,2732
indiatimes.com,PG,21
theguardian.com,KQ,1
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,NP,1089
onlinenigeria.com,SA,1834
onlinenigeria.com,PM,214
washingtonpost.com,BA,955
onlinenigeria.com,LI,200
onlinenigeria.com,MV,76
onlinenigeria.com,TP,3
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
onlinenigeria.com,DJ,48
indiatimes.com,YI,6
washingtonpost.com,AA,18
theguardian.com,CV,8
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,GM,12704
onlinenigeria.com,GK,12
onlinenigeria.com,CG,50
theguardian.com,MP,74
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,MX,2811
france24.com,LY,2582
washingtonpost.com,MU,238
washingtonpost.com,TW,1115
theguardian.com,LU,458
onlinenigeria.com,LH,71
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,JA,3150
washingtonpost.com,MY,1707
indiatimes.com,BF,100
washingtonpost.com,CF,987
washingtonpost.com,AE,1307
onlinenigeria.com,SN,292
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,CI,1053
theguardian.com,RO,502
france24.com,PS,19
france24.com,EC,216
theguardian.com,GA,368
theguardian.com,BD,42
indiatimes.com,KR,18
theguardian.com,MB,5
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
indiatimes.com,CT,151
france24.com,ER,134
indiatimes.com,RW,268
france24.com,AN,10
onlinenigeria.com,AG,86
washingtonpost.com,PF,12
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,WS,25
theguardian.com,GZ,32
onlinenigeria.com,DA,289
theguardian.com,PU,13
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,CG,252
washingtonpost.com,BK,339
washingtonpost.com,KU,678
onlinenigeria.com,MY,608
onlinenigeria.com,ML,276
washingtonpost.com,ST,3
onlinenigeria.com,IM,2
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,TH,2990
france24.com,LT,23
indiatimes.com,OC,326
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,NL,2102
france24.com,IZ,5933
theguardian.com,HR,247
france24.com,TT,18
indiatimes.com,BB,19
onlinenigeria.com,SE,10
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,AF,4071
onlinenigeria.com,OD,131
onlinenigeria.com,SG,321
onlinenigeria.com,TO,53
france24.com,ST,4
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
indiatimes.com,PK,63913
onlinenigeria.com,BF,60
france24.com,ET,393
onlinenigeria.com,PA,14
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,GR,4446
theguardian.com,LY,2070
washingtonpost.com,LI,374
france24.com,TW,662
theguardian.com,RM,64
washingtonpost.com,TI,93
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,UP,3242
france24.com,US,25214
washingtonpost.com,NI,3432
washingtonpost.com,VM,2485
indiatimes.com,UZ,506
france24.com,GL,25
france24.com,KE,1150
indiatimes.com,CJ,29
washingtonpost.com,PS,11
onlinenigeria.com,GJ,35
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,EG,9281
indiatimes.com,BE,4927
france24.com,UK,10357
onlinenigeria.com,CA,11181
washingtonpost.com,LU,165
onlinenigeria.com,SB,1
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,IR,15283
indiatimes.com,PM,953
onlinenigeria.com,MU,87
indiatimes.com,MK,190
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
onlinenigeria.com,CD,483
washingtonpost.com,NZ,912
france24.com,BX,127
washingtonpost.com,KV,389
washingtonpost.com,MI,139
washingtonpost.com,OC,36
indiatimes.com,UY,66
washingtonpost.com,SC,1
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,SP,4281
theguardian.com,MO,484
indiatimes.com,OS,316
indiatimes.com,BP,14
indiatimes.com,IO,6
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,NI,2374
washingtonpost.com,BM,1878
onlinenigeria.com,SW,830
washingtonpost.com,SO,2284
indiatimes.com,BT,1681
france24.com,CA,1787
onlinenigeria.com,NG,2295
onlinenigeria.com,PE,211
theguardian.com,GL,126
washingtonpost.com,MP,41
france24.com,CQ,1
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,MO,918
washingtonpost.com,JO,2639
france24.com,RI,380
onlinenigeria.com,AU,432
indiatimes.com,UV,298
france24.com,CI,498
onlinenigeria.com,BG,361
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,SW,1926
theguardian.com,KU,164
france24.com,BM,532
theguardian.com,SO,954
france24.com,RO,389
theguardian.com,MR,117
onlinenigeria.com,BT,44
theguardian.com,BU,218
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,UK,136794
indiatimes.com,NP,10211
washingtonpost.com,EI,1812
indiatimes.com,LU,450
theguardian.com,SV,24
washingtonpost.com,CV,12
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,SZ,2270
theguardian.com,JM,380
onlinenigeria.com,RM,7
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,NG,421
france24.com,CB,336
onlinenigeria.com,WI,18
onlinenigeria.com,GQ,14
france24.com,MT,204
indiatimes.com,AG,553
indiatimes.com,RN,36
indiatimes.com,FM,12
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,CH,7631
indiatimes.com,SZ,4919
indiatimes.com,SO,1244
indiatimes.com,CY,455
theguardian.com,KG,110
france24.com,TD,9
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
onlinenigeria.com,NI,182221
washingtonpost.com,OD,1330
washingtonpost.com,BN,82
theguardian.com,GH,619
indiatimes.com,BK,68
france24.com,GT,362
france24.com,SN,438
washingtonpost.com,TV,1
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,SA,2762
washingtonpost.com,DR,485
theguardian.com,CS,186
washingtonpost.com,EN,242
onlinenigeria.com,ER,38
washingtonpost.com,MB,4
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
indiatimes.com,CU,2317
washingtonpost.com,MJ,231
onlinenigeria.com,DO,10
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,AR,639
france24.com,HA,529
washingtonpost.com,FJ,65
france24.com,OC,14
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,ZI,879
washingtonpost.com,BL,403
onlinenigeria.com,TI,8
washingtonpost.com,MN,71
indiatimes.com,CF,266
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,GM,8973
indiatimes.com,ES,107
indiatimes.com,TS,714
france24.com,CO,2078
france24.com,LE,1109
washingtonpost.com,UY,278
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,CY,652
washingtonpost.com,SW,2127
theguardian.com,LI,173
indiatimes.com,RI,253
theguardian.com,UY,139
washingtonpost.com,CJ,42
onlinenigeria.com,CJ,8
onlinenigeria.com,KV,46
theguardian.com,GP,4
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,CI,641
onlinenigeria.com,EC,73
france24.com,PP,40
indiatimes.com,AV,14
onlinenigeria.com,CW,2
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,US,98848
washingtonpost.com,KN,6423
theguardian.com,IS,6254
washingtonpost.com,RQ,1557
france24.com,CT,431
onlinenigeria.com,LY,882
theguardian.com,AL,125
theguardian.com,FK,1
indiatimes.com,GY,44
washingtonpost.com,PC,8
onlinenigeria.com,TX,13
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,FI,529
onlinenigeria.com,RW,254
france24.com,RM,30
onlinenigeria.com,KG,7
onlinenigeria.com,NC,8
france24.com,SV,12
theguardian.com,PS,14
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,IS,18179
indiatimes.com,IT,6552
theguardian.com,KR,45
france24.com,WS,16
indiatimes.com,TV,13
indiatimes.com,PU,1
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,AS,5518
france24.com,MG,133
indiatimes.com,RB,148
theguardian.com,RN,5
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
indiatimes.com,IZ,8096
theguardian.com,GG,84
france24.com,BU,255
onlinenigeria.com,RO,156
onlinenigeria.com,DR,74
washingtonpost.com,UZ,194
theguardian.com,TD,74
indiatimes.com,HA,301
washingtonpost.com,VI,19
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,IR,5738
theguardian.com,SZ,2048
indiatimes.com,KU,1150
theguardian.com,PE,739
washingtonpost.com,MZ,198
france24.com,PO,540
washingtonpost.com,AY,189
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,SY,10812
theguardian.com,YM,1375
theguardian.com,BA,407
indiatimes.com,KN,6324
indiatimes.com,WS,14
theguardian.com,NH,82
indiatimes.com,TN,14
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
indiatimes.com,IN,677374
theguardian.com,EG,2593
theguardian.com,IN,4101
france24.com,BY,777
onlinenigeria.com,SF,4113
onlinenigeria.com,KZ,48
france24.com,MP,10
france24.com,FJ,42
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,TS,960
theguardian.com,LH,175
france24.com,MR,94
theguardian.com,LS,28
theguardian.com,VI,63
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
onlinenigeria.com,SO,471
indiatimes.com,IC,241
onlinenigeria.com,LE,306
france24.com,GV,168
indiatimes.com,PP,92
theguardian.com,CJ,37
france24.com,,9
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,RP,2271
theguardian.com,CU,1586
indiatimes.com,MJ,39
onlinenigeria.com,ST,1
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,OD,560
indiatimes.com,JA,17232
theguardian.com,HA,405
onlinenigeria.com,IZ,2612
indiatimes.com,UG,501
washingtonpost.com,BT,45
indiatimes.com,GL,59
indiatimes.com,FG,17
washingtonpost.com,KT,5
